Name,Symbol,Price Usd,Volume24h,Volume30d,MarketCap,Dominance,YtdPriceChangePercentage,cmcRank,marketPairCount,circulatingSupply,totalSupply
Signature Chain,SIGN,0.000259356,4.94113921,136.1670643,198609.1876,0,227.0005,1951,4,765779224.7,874217423
ACoconut,AC,0.074516624,130.6602166,4169.883138,198337.1729,0,14.1495,1953,4,2661650,6300000
beFITTER,FIU,0.004176728,98604.16978,3134953.687,198386.7614,0,-16.5054,1952,12,47498130,100000000
Motocoin,MOTO,0.010094548,0,0,198283.9117,0,48.0946,1954,1,19642673.07,32173303.26
Planet Inverse,XIV,0.005874277,83648.47565,2300709.029,196409.3799,0,91.1804,1955,7,33435498.37,46424301.74
CoTrader,COT,1.03E-05,155.5997016,5126.616612,195467.7401,0,47.7769,1956,8,18886520618,20000000000
Freedomcoin,FREED,0.029386118,420.9187352,13187.58387,194077.3058,0,-47.6858,1957,3,6604387.319,18000000
Bitcoin Green,BITG,0.016182062,144.164904,3984.614528,193231.2476,0,11.242,1958,2,11941077,11941077
4THPILLAR TECHNOLOGIES,FOUR,0.001512737,0,0,191968.3356,0,42.8128,1959,12,126901358.9,400000000
Innova,INN,0.027676174,18.3835625,519.0518645,191014.6159,0,-42.7588,1960,2,6901770.928,10417968.81
Breezecoin,BRZE,0.001058697,19.13433401,543.4493856,190565.3749,0,-52.0736,1961,3,180000000,200000000
The Crypto Prophecies,TCP,0.001643703,58306.75855,1735365.751,188912.4023,0,-16.8791,1963,7,114930952,240032395
Actinium,ACM,0.004185544,2677.852721,83632.06349,189809.207,0,67.8406,1962,4,45348750,45348750
Leverj Gluon,L2,0.000608724,157.8614728,4548.282591,188549.8264,0,65.3784,1964,5,309746114,842757415.7
SiaCashCoin,SCC,8.49E-06,2.55E-05,0.00069552,188323.7984,0,0.0531,1965,4,22176888617,25000000000
BEMIL Coin,BEM,0.000188053,16726.31954,462747.3316,188049.1114,0,367.7104,1966,12,999981240.7,1000000000
Silva Token,SILVA,1.12E-10,33.75930257,986.0514077,187449.9887,0,-72.1851,1967,6,1.66996E+15,2E+15
IHT Real Estate Protocol,IHT,0.000185971,11201.76578,375680.7403,183937.1723,0,33.5335,1968,7,989061135.7,996491162
Inex Project,INEX,1.69E-05,0,0,183899.4228,0,40.6119,1969,2,10890000000,10890000000
WeTrust,TRST,0.001988043,2.5912992,79.6647688,183193.1517,0,26.4127,1970,3,92147500,100000000
FOTA - Fight Of The Ages,FOTA,0.027912502,116444.8483,3250570.289,182835.1971,0,124.2083,1971,8,6550297.61,14000000
Bitspawn,SPWN,0.000355196,16726.23703,843212.6335,182612.7673,0,8.12,1972,14,514118905,1955549971
Pigeoncoin,PGN,2.42E-05,3246.195935,105033.1066,181756.0674,0,23.0203,1973,6,7514364865,7514364865
Qbao,QBT,0.002750785,16200.31004,429297.5863,179767.686,0,30.6208,1974,2,65351403,100000000
Rune Shards,RXS,0.000991459,454.0709416,12559.57573,179756.5857,0,-6.7676,1975,12,181305039.9,192999312.9
ETHA Lend,ETHA,0.019051747,89707.28708,2633530.334,178313.4029,0,14.7645,1976,23,9359425.155,30000000
Novara Calcio Fan Token,NOV,0.5041506,64901.28384,1891504.714,177837.1074,0,40.5184,1977,1,352746,1000000
Netko,NETKO,0.010586965,0,0,175643.2061,0,48.0946,1978,1,16590515,16703090
FintruX Network,FTX,0.001846329,121.7477382,3612.652982,175401.2267,0,24.7081,1979,6,95000000,100000000
Wings,WINGS,0.00174865,0.39884832,12.77919767,174864.965,0,-2.8073,1980,5,99999993.85,100000000
Cryptonite,XCN,0.000246208,0,0,174440.3237,0,48.0946,1981,1,708506519.7,708506519.7
Birdchain,BIRD,0.000620092,50642.78069,1638250.997,173500.316,0,5.8813,1982,11,279797493.8,287504829.5
AdaSwap,ASW,0.000240854,13570.91462,408860.8799,173455.7197,0,-14.291,1983,7,720170360,10000000000
DopeCoin,DOPE,0.001477251,0,0,172609.7262,0,48.0946,1984,1,116845228,116845228
DinoSwap,DINO,0.00110697,17382.77631,527392.9437,171996.2222,0,65.1383,1985,20,155375736.5,160454123.3
CryptoSoul,SOUL,0.000533287,0,0,170613.2428,0,2.6356,1986,5,319927334,322094484
UCA Coin,UCA,7.39E-05,42.81446075,1411.236207,170502.3815,0,48.0946,1987,9,2308373935,5347234070
Formation Fi,FORM,0.002131454,194743.7241,4071532.336,169989.8962,0,4.7592,1988,23,79753014.9,1000000000
Teloscoin,TELOS,0.001009455,0.47449306,15.62269181,168982.5571,0,158.3778,1989,6,167399820.6,167400184.3
Power Index Pool Token,PIPT,0.845300131,0,0,168961.9714,0,52.4344,1990,1,199884,199884
BitcoinPoS,BPS,0.028067768,90.2539693,2571.822771,168258.7811,0,33.9904,1991,6,5994733.13,6206187
Donut,DONUT,0.001396242,4018.4002,121479.9114,168046.0096,0,108.0133,1992,9,120355919.3,120355919.3
Zoracles,ZORA,30.57703651,13154.47746,379573.7615,167042.3504,0,3.4771,1993,4,5463,10000
Finance Blocks,FBX,0.018763701,743456.3894,23354380.24,166808.4805,0,11.7974,1994,4,8889956,1000000000
Kurrent,KURT,0.002708293,0,0,166193.9208,0,48.0946,1995,1,61364813.1,72764813.1
Zebi Token,ZEBI,0.000156412,388.0066823,11615.93212,165639.9469,0,75.935,1996,3,1058998069,1252089770
Finxflo,FXF,0.001815983,13585.46178,434379.5844,164375.1114,0,0.751,1997,7,90515781.87,150000000
Nerva,XNV,0.009602131,22.15617973,640.3696143,163406.4152,0,188.7845,1998,1,17017723.49,17017723.49
MODEL-X-coin,MODX,0.013541467,0,0,163185.9529,0,48.0946,2000,1,12050832.48,21000000
PWR Coin,PWR,1.69E-05,0,0,163204.4188,0,40.6119,1999,2,9664500811,9955369730
Lepasa,LEPA,0.02582015,27465.28611,871967.52,162614.2482,0,34.4626,2001,7,6297959,100000000
Orion Money,ORION,0.001698003,14628.70299,405865.4054,161311.4368,0,32.181,2002,26,95000672.56,1000000000
Levante U.D. Fan Token,LEV,0.563048423,78092.18488,2172351.541,161036.3533,0,42.7193,2003,2,286008,2000000
Neurotoken,NTK,0.002036723,0,0,160710.9381,0,106.5463,2004,5,78906617.72,99987499.9
Neural Protocol,NRP,1.69E-05,0,0,160392.6186,0,40.6119,2005,2,9497994014,9500000000
Agrello,DLT,0.001231042,81.26551124,2607.641037,158891.9065,0,85.1183,2006,5,129071019,130271020
Stealth,XST,0.004000953,0,0,158557.8255,0,0.0549,2007,2,39630018.58,39630018.58
Ekta,EKTA,0.004554619,25537.69484,764006.1886,158363.0878,0,-55.4162,2008,11,34769778.35,220500000
Auctus,AUC,0.002759517,120.6708601,3605.308178,157594.8815,0,79.9782,2009,8,57109580.4,65829630.62
Creo Engine,CREO,0.002621751,149177.9949,4727837.661,157047.7872,0,9.2884,2010,5,59901869,998425260.5
BOMB,BOMB,0.172521457,139312.902,4060189.843,153592.7482,0,26.0978,2011,5,890282,891070
Zeepin,ZPT,0.000306113,17240.53947,551571.2803,153056.2864,0,10.0364,2012,3,500000000,1000000000
xRhodium,XRC,0.122425388,61.34642429,1772.547973,152984.6017,0,23.2622,2013,4,1249615,1329615
Banca,BANCA,8.50E-06,0,0,152329.4103,0,0,2014,5,17926481684,20000000000
Indorse Token,IND,0.004062796,0,0,152275.2963,0,46.3024,2015,8,37480418.96,170622047
MenaPay,MPAY,0.001132559,0,0,151919.4088,0,28.535,2016,3,134138176.2,400000000
Team Vitality Fan Token,VIT,0.186564205,24259.86879,682662.1201,151155.0651,0,45.3536,2017,1,810204,7000000
Connectome,CNTM,0.124060225,4889020.322,93721586.98,150196.6129,0,43.6485,2018,6,1210675,1213183
Smartshare,SSP,1.50E-05,5890.277123,159506.3605,150033.4716,0,7.1998,2019,2,10000000000,10000000000
FansTime,FTI,5.25E-05,190597.4665,5943374.437,149519.6353,0,4.5011,2021,7,2850000000,10000000000
Color Platform,CLR,0.001090243,1.4741553,40.96223109,149614.3638,0,0.0531,2020,2,137230262.1,350000000
ChronoBase,TIK,0.372376905,0,0,149145.1428,0,22.5916,2022,5,400522,100000000
Lucretius,LUC,0.000606621,148480.8977,4897229.556,148575.7786,0,-39.5461,2023,5,244923666,584326440.8
x42 Protocol,X42,0.007361634,529.0134585,14584.0779,148461.2335,0,101.274,2024,3,20166886,20167050
BHO Network,BHO,0.000324429,18480.24446,560710.3212,147290.8368,0,91.4816,2025,8,454000000,10000000000
Vox.Finance,VOX,1.16263956,16.64528774,543.3413751,146892.7349,0,66.2954,2026,12,126344.174,182551.3973
Aitra,AITRA,0.022158765,0,0,146218.7325,0,-55.2734,2028,3,6598686.147,6984850.847
Ubex,UBEX,4.42E-05,86.78763487,2523.290981,146219.5835,0,135.921,2027,11,3306258739,3923877492
Alpha Token,A,0.004209035,0,0,146187.1936,0,46.006,2029,4,34731758.9,278273649.1
Trollcoin,TROLL,0.000246208,1.96268523,55.7381094,145954.8934,0,48.0946,2030,2,592810145,592810145
Beaxy,BXY,0.000492417,0,0,145734.9968,0,-0.8613,2031,2,295958506.6,500000000
DomRaider,DRT,0.000246208,0,0,145632.3246,0,48.0946,2032,9,591500000,1300000000
Graft,GRFT,0.000246208,0,0,145627.8518,0,48.0946,2033,4,591481833.3,1283584833
UGAS,UGAS,0.000844676,71285.67139,1970738.64,145047.3464,0,12.247,2034,8,171719420.2,1000000000
Bounty0x,BNTY,0.000621604,15648.44772,472006.0952,144659.8141,0,10.8263,2035,4,232720096.7,500000000
Silver Stonks,SSTX,1.93E-07,74.15353067,2311.491914,144578.8,0,21.5175,2037,1,7.47567E+11,2.19416E+12
Remme,REM,0.000144616,57052.34255,1851524.904,144615.9988,0,-20.7454,2036,11,1000000000,1000000000
SORA Validator Token,VAL,0.353214444,194079.3586,5593435.216,144112.6596,0,1487.6917,2038,7,408003.3029,100000000
Gunstar Metaverse,GSTS,0.004592518,2200.616509,69830.88116,143701.2125,0,-27.6003,2039,6,31290285.71,400000000
Apron Network,APN,0.001524716,59868.85036,1755336.663,142560.9696,0,-2.3813,2042,15,93500000,1000000000
IXT,IXT,0.003992475,147.8917206,4875.248442,142846.1407,0,-17.3861,2040,2,35778843.83,65778843.83
ByteNext,BNU,0.008265819,10.338199,292.3667907,142585.3709,0,7.2574,2041,2,17250000,200000000
Royale Finance,ROYA,0.002325649,22468.73654,266289.3441,141974.5981,0,28.4729,2043,15,61047313.68,72000000
BlueCoin,BLU,0.000246208,0,0,141492.0025,0,48.0946,2044,1,574683675,574683675
InvestFeed,IFT,0.000738625,0,0,141359.0736,0,48.0946,2045,1,191381257,191381257
XcelToken Plus,XLAB,4.42E-06,3668.678327,100490.729,141301.204,0,-2.2777,2046,6,31999840391,50000000000
Bitether,BTR,0.002462085,0,0,139687.1115,0,48.0946,2048,1,56735293.26,550000000
Kingdom Game 4.0,KDG,0.001414749,73858.7559,2426094.06,139768.4043,0,90.9865,2047,4,98793770.96,988125000
Roush Fenway Racing Fan Token,ROUSH,0.179443434,19799.93834,548011.0211,139069.7378,0,39.8058,2049,1,775006,5000000
Havy,HAVY,1.69E-05,0,0,138473.3946,0,40.6119,2050,4,8200000000,8200000000
PluraCoin,PLURA,0.000149532,0,0,137622.3473,0,58.3089,2053,3,920352953.6,1000000000
Seigniorage Shares,SHARE,0.006657843,14231.35955,447000.1066,137705.7494,0,14.0355,2051,3,20683237.86,21000000
Niobium Coin,NBC,0.002191619,3029455.737,82795636.07,137694.3003,0,23.9599,2052,7,62827667.57,102289706.3
Trinity Network Credit,TNC,0.000410807,197137.1999,6384094.263,136935.7665,0,30.4383,2054,5,333333333,1000000000
Zeusshield,ZSC,0.00011678,18003.74047,590734.2891,136582.0826,0,102.2684,2055,5,1169566883,5642500000
Blockchain Cuties Universe Governance,BCUG,0.098483398,0.35461314,11.275246,135699.4437,0,106.8259,2056,9,1377891.57,1522142.47
Bitstar,BITS,0.006401421,0,0,135358.7547,0,48.0946,2057,1,21145111,21145111
Add.xyz,ADD,0.016303637,16.5417626,457.9566677,135256.1361,0,-34.7653,2058,6,8296071.238,10366071.24
Innovation Blockchain Payment,IBP,0.000711417,7524.534113,250105.4422,133752.8589,0,21.5631,2059,3,188009206.4,2000000000
Etherland,ELAND,0.00427368,927.1119769,25496.04402,132587.5028,0,42.832,2060,10,31024196.33,56000000
Ethereum Gold Project,ETGP,2.23E-05,74.78250822,2186.667999,132260.2968,0,62.8726,2061,4,5930048943,6000000000
ZENZO,ZNZ,0.004431753,84.70336492,2760.265481,131476.839,0,33.2852,2062,4,29667005.77,83000000
Eternity,ENT,0.013787676,0,0,131347.5891,0,48.0946,2063,1,9526448.977,9526448.977
Hertz Network,HTZ,2.50E-05,17.84151178,529.4510981,131102.6716,0,4.6848,2064,9,5238410649,14000000000
2GIVE,2GIVE,0.000246208,0,0,130107.5461,0,48.0946,2065,1,528444586.3,528444586.3
Alpha Coin,APC,0.003693127,0,0,129259.4595,0,58.6728,2066,4,34999999.95,65000000
Zero,ZER,0.010340757,19.25753745,529.7508603,128504.5493,0,-24.9512,2067,7,12426996.6,12493724.4
Yield Protocol,YIELD,0.003777622,27109.22204,767418.6554,128475.9558,0,51.212,2068,8,34009745,140682541
ASKO,ASKO,0.00096087,6.03826727,190.0785639,128352.65,0,-19.9918,2069,7,133579584.1,138509844.1
Kobocoin,KOBO,0.005170378,0,0,127709.6268,0,48.0946,2070,1,24700247.68,24700247.68
Genesis Worlds,GENESIS,0.001143957,9.49189595,306.8599455,127694.4461,0,47.1027,2071,8,111625190,152442738.9
HashCoin,HSC,9.89E-06,17094.29344,505908.4105,127252.081,0,26.5379,2072,2,12863911326,50000000000
Rentberry,BERRY,0.000421811,241.3152261,7754.408157,127147.0535,0,151.778,2073,4,301431307,301473027.7
EOS TRUST,EOST,1.69E-05,0,0,126970.1415,0,40.6119,2074,1,7518810122,1.00012E+11
ION,ION,0.006893838,19.06345451,537.821406,126157.4066,0,60.61,2075,5,18300025.23,24200025.23
Swing,SWING,0.019942888,0,0,126151.1895,0,48.0946,2076,1,6325622.903,6335621.933
Stox,STX,0.002433994,16171.67246,524123.6838,124458.5123,0,-19.3077,2077,5,51133448.76,54527841.11
MesChain,MES,0.000141856,9230.03413,249840.6427,124120.299,0,255.8228,2078,5,874972732,4399700232
AquariusCoin,ARCO,0.029962809,0,0,124053.5828,0,22.4716,2079,2,4140252.157,4158920.423
Masari,MSR,0.007140046,55.71341817,1643.368311,122395.0752,0,2.8761,2080,3,17142056.13,17142056.13
Mochi Market,MOMA,0.003096902,14499.48864,439280.5319,120655.9536,0,48.1574,2081,10,38960211.56,100000000
KeyFi,KEYFI,0.044560544,100.1270122,3113.506834,119797.8417,0,25.5463,2082,10,2688428.643,9994262.442
Cryptrust,CTRT,1.69E-05,0,0,119775.3741,0,40.6119,2083,4,7092756485,8966516684
PoSW Coin,POSW,0.002708293,0,0,119435.7408,0,-4.1741,2084,1,44100000,70000000
Energo,TSL,0.000196744,11655.75301,348763.1275,118514.3734,0,-1.3016,2085,1,602378919.7,1000000000
Shard,SHARD,0.006893838,0,0,117884.6272,0,-18.6932,2087,4,17100000,77160176.76
Vodra,VDR,0.000823547,14191.99037,433854.0494,117885.8245,0,117.5829,2086,6,143144036.2,2000000000
Creaticles,CRE8,0.001499334,45.82130697,1264.919425,117027.0064,0,-9.6508,2088,8,78052634,1000000000
Berry Data,BRY,0.058292313,17948.35028,477241.2789,116584.6255,0,35.7324,2089,21,2000000,7500000
Peanut,NUX,0.012067737,87401.64052,3015863.977,114354.7048,0,15.4898,2090,9,9476069.051,50000000
Amon,AMN,0.000159329,3.23852593,97.5286886,113815.8275,0,26.4127,2091,4,714344960.5,1209963685
WeOwn,CHX,0.001120264,0,0,111711.6002,0,17.8121,2092,4,99719012.26,168956522.1
Fortuna Sittard Fan Token,FOR,0.565389232,74358.07533,2015031.993,110255.4233,0,88.9979,2093,1,195008,1000000
Internet of Energy Network,IOEN,0.005485411,18345.68994,604790.5614,109708.225,0,-22.1758,2094,11,20000000,1000000000
Paybswap,PAYB,0.000706018,30.54271079,935.210508,108827.5368,0,80.7523,2095,5,154142638.5,1000000000
Pinkcoin,PINK,0.000246208,0,0,108231.2397,0,64.5496,2096,3,439591817.6,464852253.6
Titan Coin,TTN,0.000118209,8.61415714,263.1839702,107667.1349,0,-9.8177,2097,4,910820150.2,910820150.2
DeFi Bids,BID,0.004640078,1094.886966,33139.54034,106555.9948,0,-47.0736,2098,3,22964266.27,42393202.93
Phore,PHR,0.003693127,2.07797549,68.2421419,106372.7136,0,23.4122,2099,4,28802882.09,28997780.3
Spaceswap MILK2,MILK2,0.01441168,6673.866902,193934.8181,106314.0579,0,38.1682,2100,14,7376937.362,7441642.041
TERA,TERA,0.000124611,3.79169347,113.8876505,105260.2224,0,48.4965,2101,7,844711128,1000000000
Aluna.Social,ALN,0.002788506,55535.8783,1536023.845,105173.715,0,19.7404,2102,14,37716865.95,99788845.81
ETNA Network,ETNA,0.008613383,397.2547276,10937.91439,104045.7213,0,21.3439,2103,15,12079541.68,100000000
Bitcoin Confidential,BC,1.41E-05,23.36008832,665.5160431,103626.6005,0,-5.425,2104,4,7365901523,7367797268
Axis DeFi,AXIS,0.049622922,19401.02053,523690.6517,103434.0673,0,147.1397,2105,10,2084401,24000000
BBSCoin,BBS,1.02E-06,0,0,103250.3384,0,43.5357,2106,2,1.01579E+11,1.01579E+11
WorkQuest Token,WQT,0.002759663,135973.9229,3902955.449,102525.6255,0,-3.6097,2107,7,37151499.55,100000000
AOK,AOK,0.000512607,37621.05479,1146679.621,102521.3881,0,16.0812,2108,2,200000000,1000000000
Webflix Token,WFX,7.08E-06,41.67091292,1165.024902,102465.2087,0,41.6753,2109,1,14469258368,27000000000
VouchForMe,IPL,0.000414338,0,0,101786.6708,0,567.4972,2110,3,245661175.9,300000000
Cobinhood,COB,0.000246208,0,0,101191.6536,0,48.0946,2111,1,410999847,1000000000
BidiPass,BDP,0.000260443,45.60651019,1258.014548,100695.2571,0,95.6597,2112,5,386631336.8,1500000000
Subme,SUB,0.000983871,1966.542256,63921.9086,100518.0994,0,-8.2206,2114,4,102165950,871452841
Genesis Shards,GS,0.008364758,14682.40982,416877.134,100636.3026,0,-9.7861,2113,8,12030988,208911248
StrongHands,SHND,5.51E-06,1.39159906,45.08182626,100439.1613,0,-91.6,2115,6,18224456243,17846671211
Cryptojacks,CJ,0.000246208,0,0,100100.6383,0,48.0946,2116,1,406568580.9,406568580.9
Dracula Token,DRC,0.00684544,0,0,99422.22497,0,0,2117,4,14523862.74,14759827.74
Freicoin,FRC,0.001723459,0,0,99102.56113,0,-50.6351,2118,1,57502113.21,100000000
Nyzo,NYZO,0.00824073,14831.55848,408482.9539,98226.63098,0,42.8964,2119,6,11919651.24,100000000
NativeCoin,N8V,0.003939336,0,0,97731.69325,0,48.0946,2120,2,24809179.86,40000000
DecentBet,DBET,0.000517038,18.38919629,505.1284411,97530.3847,0,48.0946,2121,2,188632973,188632973
EveryCoin ,EVY,1.04E-05,6802.154273,210084.8015,97403.24481,0,-1.4629,2122,5,9380000000,88800000000
ZumCoin,ZUM,9.85E-05,0,0,97382.30337,0,492.3785,2123,4,988819491.2,988819491.2
Expanse,EXP,0.005170378,37.24591244,1212.642338,97229.48361,0,25.4183,2124,6,18805100.19,22845437
Citadel,CTL,0.008863506,0,0,97226.17526,0,-31.6486,2125,2,10969268.52,12300000
TagCoin,TAG,0.015018718,0,0,96628.41389,0,50.5629,2126,1,6433865.578,6433865.578
ORAO Network,ORAO,0.002451477,15573.96527,426615.3645,96582.46225,0,18.8212,2127,4,39397667.8,1000000000
Pascal,PASC,0.002462085,99.88457306,2847.977667,96027.09882,0,-74.7667,2128,7,39002350,39131275
IQ.cash,IQ,0.007974779,4360.631388,121326.0358,95400.18944,0,81.7138,2129,10,11962737.51,19821218.96
Kawaii Islands,KWT,0.003170049,19442.04285,528273.6815,95101.46706,0,215.7317,2130,11,30000000,804672178
Gems ,GEM,7.90E-05,12030.05567,354590.4237,95054.13642,0,4.0688,2131,3,1203292896,8000000000
Azuki,AZUKI,0.00837466,54.86981547,1708.422206,94507.90052,0,48.641,2132,11,11284983.79,11310689.73
Double-A Chain,AAC,0.000375084,152620.9872,4276980.269,93770.91978,0,32.5793,2133,6,250000000,1000000000
MyBit,MYB,0.000593366,350.2806395,10602.86197,93269.44934,0,57.1062,2134,5,157187027.1,179996749.9
Shadow Token,SHDW,0.013295259,0,0,93066.81098,0,48.0946,2135,1,7000000,10000000
Po.et,POE,2.95E-05,0.00029551,0.0383781,92818.41575,0,61.5578,2136,3,3141592653,3141592653
KanadeCoin,KNDC,1.69E-05,0,0,92389.72749,0,40.6119,2137,2,5471056500,10000000000
Spaceswap SHAKE,SHAKE,121.6375873,11608.81765,363601.935,92322.92879,0,26.3195,2138,10,759,759
Tourist Token,TOTO,1.69E-05,0,0,91752.53253,0,40.6119,2139,4,5433323630,6599974663
OpenSwap,OSWAP,0.00431457,2232.087613,71272.02563,91115.33552,0,2.3549,2140,4,21118055,220000000
Cheesecoin,CHEESE,0.000221588,0.58629655,17.87590267,90600.52011,0,70.174,2141,4,408869908,408869908
BitTube,TUBE,0.000246208,90.64330498,2616.672012,90237.33498,0,-25.9527,2142,3,366507805.1,366507805.1
Asch,XAS,0.000960214,0,0,89641.1162,0,3.7268,2143,3,93355331,114855331
MIB Coin,MIB,0.000464104,28.26456305,896.5947663,89506.93616,0,-26.3101,2144,1,192859844.1,470161772
Switch,ESH,0.007386255,51.56893915,1430.499415,89475.56043,0,16.9168,2145,8,12113792.76,12113793.06
Polis,POLIS,0.009063738,164.8475678,4588.628205,89113.67797,0,-25.7398,2146,8,9831890.567,9831890.567
Robust Token,RBT,3.701052313,74.17349671,2197.760426,88473.21141,0,59.4569,2147,1,23904.88,87312.32
Jade Currency,JADE,0.001635062,578.4519529,18703.58456,87724.97368,0,22.968,2148,10,53652398,90000000
Novacoin,NVC,0.037177483,379.581782,11063.77934,86837.55481,0,57.4809,2149,1,2335756.714,2335756.714
renDOGE,RENDOGE,0.027303618,12.43055757,371.4030472,84197.05524,0,-64.8456,2150,29,3083732.531,3083732.531
Nsure.Network,NSURE,0.014823298,168964.8561,7301084.548,84032.74207,0,29.8957,2151,19,5668964,45000000
ROAD,ROAD,0.001050732,557753.1305,14537834.12,83323.66892,0,57.8162,2152,2,79300570,2000000000
Pivot Token,PVT,1.61E-05,49815.879,538383.0691,82870.28019,0,-16.054,2153,7,5135200000,31415926535
Argon,ARGON,0.000839733,107404.3462,2875378.342,82576.2527,0,4.8195,2154,10,98336331.22,98883409.9
Swirge,SWG,0.006879754,44357.60624,1359657.37,82423.29351,0,-11.4921,2155,4,11980558.78,79709911.43
PKG Token,PKG,9.13E-06,0,0,81904.10267,0,39.4317,2156,5,8969257745,10000000000
Gourmet Galaxy,GUM,0.024626907,83135.64734,2504554.782,81567.87679,0,59.9725,2157,22,3312144.61,20000000
Cosmo Coin,COSM,0.000120027,0,0,80511.66834,0,0.0531,2158,1,670780888.6,923000000
Swap,XWP,0.00492417,28.39343085,895.1444192,79989.30409,0,27.2176,2159,2,16244221.02,16244221.02
Elpis Battle,EBA,0.003570783,1646.256057,46794.06922,79173.97333,0,11.5946,2160,3,22172718.4,481363628.3
